source_path,bytes,git_mode,git_blob,kind,collection,canonical_owner,incubation_home,canonical_home,disposition,merge_group,trust_class,sensitivity,confidence,duplicate_of,duplicate_action,flags,migration_state,provenance_state,exit_criteria,destination_evidence,deletion_approved_by,deletion_approved_at,notes
.staging/.github/skills/legacy-circuit-mockups/references/6C62256.md,4214,100644,297cb534f012c04aa1d862ba001c8cbab7f8bd30,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/6C62256.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/6C62256.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/7400-series.md,4759,100644,ee2846a508e4e368bec8697bb6c4cea2d02d9d4f,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/7400-series.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/7400-series.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/assembly-compiler.md,4860,100644,703a85d7eddfd8dc1fa19b8b735b7359a17d7bfc,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/assembly-compiler.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/assembly-compiler.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/assembly-language.md,5359,100644,0bff28c63c75ef53c25e46ea191a03ca40ad1284,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/assembly-language.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/assembly-language.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/basic-electronic-components.md,2784,100644,046d73afd766a4de6857d6bf7eab3675c89e8971,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/basic-electronic-components.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/basic-electronic-components.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/breadboard.md,5025,100644,ce9d31950ec64d95ccf7619450127e53293fee60,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/breadboard.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/breadboard.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/common-breadboard-components.md,6565,100644,6c2a3fa2f6df301da367ea8586189f257db37a34,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/common-breadboard-components.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/common-breadboard-components.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/connecting-electronic-components.md,15302,100644,b62009d0d4963c31ac14c395e438fb447afe8594,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/connecting-electronic-components.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/connecting-electronic-components.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/emulator-28256-eeprom.md,5198,100644,2314cd00f8c572cbec49ad10e41e4c94c0db574d,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-28256-eeprom.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-28256-eeprom.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/emulator-6502.md,5853,100644,e1075ff404a137e83dd2368337fe0e167e824731,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6502.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6502.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/emulator-6522.md,6698,100644,17fe8670c79b6c9b4919cfc6b54419842953760f,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6522.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6522.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/emulator-6C62256.md,4869,100644,b8ceacf21cf1a9dbfca94d45bf21e2959cd74248,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6C62256.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-6C62256.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/emulator-lcd.md,5118,100644,75b6000fdb38f8ff809514d050bcc719638c89c2,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-lcd.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/emulator-lcd.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/lcd.md,5291,100644,eef2433dca82668982f15f5fab8925a738bef34e,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/lcd.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/lcd.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/minipro.md,4130,100644,7e0423cfa96ec7047097b6c2289f6437990903c0,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/minipro.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/minipro.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/legacy-circuit-mockups/references/t48eeprom-programmer.md,4398,100644,63f7d06b340439ddff9fea5c0d7315797aef4a76,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/legacy-circuit-mockups/references/t48eeprom-programmer.md,aether/library/community/awesome-copilot/skills/legacy-circuit-mockups/references/t48eeprom-programmer.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/linkedin-post-formatter/SKILL.md,6089,100644,1e375e7972cb167e38973920aeb81fffa808e890,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/linkedin-post-formatter/SKILL.md,aether/library/community/awesome-copilot/skills/linkedin-post-formatter/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/linkedin-post-formatter/references/unicode-charmap.md,2583,100644,9e5dec111fb03e4415f199ba0adad7a050e45920,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/linkedin-post-formatter/references/unicode-charmap.md,aether/library/community/awesome-copilot/skills/linkedin-post-formatter/references/unicode-charmap.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/lsp-setup/SKILL.md,4003,100644,3a0a5159616efe96891fe8764ce0b1b6a9d810d7,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/lsp-setup/SKILL.md,aether/library/community/awesome-copilot/skills/lsp-setup/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/lsp-setup/references/lsp-servers.md,8659,100644,f3a1215ea471c6bb5a4365ceaa23f5bc8e1a8d14,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/lsp-setup/references/lsp-servers.md,aether/library/community/awesome-copilot/skills/lsp-setup/references/lsp-servers.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/make-repo-contribution/SKILL.md,6405,100644,3666baccb658194e4b4bc252f5565ec45a3dbd23,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/make-repo-contribution/SKILL.md,aether/library/community/awesome-copilot/skills/make-repo-contribution/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/make-repo-contribution/assets/issue-template.md,790,100644,8f0b990adcf914efe6cd1592518cabf21f3944e5,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/make-repo-contribution/assets/issue-template.md,aether/library/community/awesome-copilot/skills/make-repo-contribution/assets/issue-template.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/make-repo-contribution/assets/pr-template.md,902,100644,4e6174752ea9b6c8a3e750ea54a1f15bdb468b65,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/make-repo-contribution/assets/pr-template.md,aether/library/community/awesome-copilot/skills/make-repo-contribution/assets/pr-template.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/SKILL.md,24632,100644,430ad69a4130c327b4316c6a200cbe9a5106e1f1,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/SKILL.md,aether/library/community/awesome-copilot/skills/markdown-to-html/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/basic-markdown-to-html.md,4291,100644,2e2f6b96c9fe24f6267ad1a17435e40f9c2cc0e1,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/basic-markdown-to-html.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/basic-markdown-to-html.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/basic-markdown.md,31397,100644,acb7e890360696412310d128363dd58be35a902b,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/basic-markdown.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/basic-markdown.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/code-blocks-to-html.md,2704,100644,9e2901e9fd8fe12ccf8fa38bbc5c7d0e6375538d,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/code-blocks-to-html.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/code-blocks-to-html.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/code-blocks.md,3810,100644,0f9ef2bda072aa2f4dc7b1543b4c039e5e3106ad,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/code-blocks.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/code-blocks.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/collapsed-sections-to-html.md,2608,100644,2689c6bba8d55e6523171dc4a2f3d0d93571f0aa,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/collapsed-sections-to-html.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/collapsed-sections-to-html.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/collapsed-sections.md,2787,100644,11309e4b4497fc4d2c82474b53d2a64b096d4ecf,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/collapsed-sections.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/collapsed-sections.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/gomarkdown.md,6253,100644,21abf824e57e41dac0e4557c85736e6e52776095,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/gomarkdown.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/gomarkdown.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/hugo.md,7029,100644,0790450884814d945b008fd0af79329b38424054,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/hugo.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/hugo.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/jekyll.md,5760,100644,cc99a9352f877c8885bda0a57b21eb56c36f483c,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/jekyll.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/jekyll.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/marked.md,2984,100644,caadd69c3a41b21f793c1f2b4ee1b2550c4451c6,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/marked.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/marked.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/pandoc.md,4123,100644,6fbe1d0ffdbf7dceff5fd98202ce42fde64348f9,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/pandoc.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/pandoc.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/tables-to-html.md,2665,100644,2e3e677149666cf93233e1ffe733fca7dc812d3d,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/tables-to-html.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/tables-to-html.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/tables.md,3767,100644,b0581c69c2012d67f52cd9ddb433956fa8263e3e,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/tables.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/tables.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/writing-mathematical-expressions-to-html.md,6004,100644,4691850da5a7450e431ed2f3cd89eec86f72bfcd,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/writing-mathematical-expressions-to-html.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/writing-mathematical-expressions-to-html.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/markdown-to-html/references/writing-mathematical-expressions.md,4886,100644,ae911f9cda84dd1acee1a7b6310b51af8b12b186,documentation,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/markdown-to-html/references/writing-mathematical-expressions.md,aether/library/community/awesome-copilot/skills/markdown-to-html/references/writing-mathematical-expressions.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-cli/SKILL.md,2539,100644,d5b801ee45e3b9ebfcf8f94f54d0a8b84b0177ce,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-cli/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-cli/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-copilot-studio-server-generator/SKILL.md,4258,100644,bbb5e81c6b069eec5f15763c794d1700787a5884,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-copilot-studio-server-generator/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-copilot-studio-server-generator/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-create-adaptive-cards/SKILL.md,12541,100644,974129394ec77bb66d01adb2bfd90e99b767a0b0,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-create-adaptive-cards/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-create-adaptive-cards/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-create-declarative-agent/SKILL.md,8144,100644,8a5273ce96fb64006db16859857724af5eb70571,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-create-declarative-agent/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-create-declarative-agent/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-deploy-manage-agents/SKILL.md,9883,100644,e3c7b252768bbd0ffebd0f2128b3bd0efd8793af,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-deploy-manage-agents/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-deploy-manage-agents/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/mcp-security-audit/SKILL.md,8925,100644,ef866b906abecd7368d124ce7ebf100c1785f203,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/mcp-security-audit/SKILL.md,aether/library/community/awesome-copilot/skills/mcp-security-audit/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/skills/md-to-docx/SKILL.md,2771,100644,59e9a142f2266a55c258235804716c09aeef187d,agent-skill,community agent skills,aether,aether/.staging/community/awesome-copilot/skills/md-to-docx/SKILL.md,aether/library/community/awesome-copilot/skills/md-to-docx/SKILL.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
